,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequent_len,rule_len
25980,frozenset({'Other'}),"frozenset({'Personality', 'Hikawa Sayo', 'Speaking Voice'})",0.03316426063207179,0.14202106905969566,0.010144362075692548,0.3058823529411765,2.1537815126050424,0.005434338326151334,1.2360713411851842,1,3,4
19354,frozenset({'Other'}),"frozenset({'Singing Voice', 'Their Seiyuu', 'Character Design', 'Speaking Voice'})",0.03316426063207179,0.18025751072961374,0.012875536480686695,0.38823529411764707,2.153781512605042,0.006897429413961308,1.3399636843842853,1,4,5
19413,frozenset({'Other'}),"frozenset({'Personality', 'Singing Voice', 'Their Seiyuu', 'Character Design', 'Speaking Voice'})",0.03316426063207179,0.18025751072961374,0.012875536480686695,0.38823529411764707,2.153781512605042,0.006897429413961308,1.3399636843842853,1,5,6
17577,frozenset({'Other'}),"frozenset({'Singing Voice', 'Their Seiyuu', 'Personality', 'Speaking Voice'})",0.03316426063207179,0.1923527116660164,0.013655872024970737,0.4117647058823529,2.1406753370719485,0.007276636561993213,1.373000390167772,1,4,5
24770,frozenset({'Other'}),"frozenset({'Hikawa Sayo', 'Speaking Voice'})",0.03316426063207179,0.14319157237612173,0.010144362075692548,0.3058823529411765,2.136175669177753,0.005395519449094675,1.2343850228479603,1,2,3
17599,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Singing Voice', 'Speaking Voice'})",0.03316426063207179,0.19313304721030042,0.013655872024970737,0.4117647058823529,2.1320261437908496,0.007250757310622108,1.3716738197424891,1,3,4
191,frozenset({'Speaking Voice'}),"frozenset({'Singing Voice', 'Their Seiyuu', 'Personality', 'Character Design'})",0.41708934841982054,0.20366757705813499,0.18025751072961374,0.4321796071094481,2.121985312301754,0.09530993372019263,1.4024371665977822,1,4,5
163,frozenset({'Singing Voice'}),"frozenset({'Their Seiyuu', 'Character Design', 'Speaking Voice'})",0.4346468981662115,0.1982052282481467,0.18025751072961374,0.414721723518851,2.0923853885409747,0.09410822307123082,1.3699376928398228,1,3,4
189,frozenset({'Singing Voice'}),"frozenset({'Their Seiyuu', 'Personality', 'Speaking Voice', 'Character Design'})",0.4346468981662115,0.1982052282481467,0.18025751072961374,0.414721723518851,2.0923853885409747,0.09410822307123082,1.3699376928398228,1,4,5
164,frozenset({'Speaking Voice'}),"frozenset({'Their Seiyuu', 'Singing Voice', 'Character Design'})",0.41708934841982054,0.20795942255169722,0.18025751072961374,0.4321796071094481,2.0781919944118488,0.09351985067976422,1.3948787105308662,1,3,4
146,frozenset({'Speaking Voice'}),"frozenset({'Their Seiyuu', 'Singing Voice', 'Personality'})",0.41708934841982054,0.2259071400702302,0.1923527116660164,0.46117867165575305,2.0414523928388517,0.09812924981073895,1.4366410890016044,1,3,4
145,frozenset({'Singing Voice'}),"frozenset({'Their Seiyuu', 'Personality', 'Speaking Voice'})",0.4346468981662115,0.2184939523995318,0.1923527116660164,0.44254937163375224,2.025453641959477,0.09738499298748404,1.4019287230707274,1,3,4
132,frozenset({'Singing Voice'}),"frozenset({'Their Seiyuu', 'Speaking Voice'})",0.4346468981662115,0.22005462348809987,0.19313304721030042,0.4443447037701974,2.0192472974521563,0.09748698768406426,1.4036496759842594,1,2,3
18529,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Personality', 'Speaking Voice', 'Character Design'})",0.03316426063207179,0.1982052282481467,0.013265704252828716,0.39999999999999997,2.018110236220472,0.0066923744045679,1.336324619586422,1,4,5
18495,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Character Design', 'Speaking Voice'})",0.03316426063207179,0.1982052282481467,0.013265704252828716,0.39999999999999997,2.018110236220472,0.0066923744045679,1.336324619586422,1,3,4
15793,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Personality', 'Speaking Voice'})",0.03316426063207179,0.2184939523995318,0.01443620756925478,0.43529411764705883,1.992247899159664,0.00719001718534522,1.3839169592924958,1,3,4
133,frozenset({'Speaking Voice'}),"frozenset({'Their Seiyuu', 'Singing Voice'})",0.41708934841982054,0.23293015996878658,0.19313304721030042,0.4630495790458372,1.9879331174111905,0.09598035856159466,1.4285673501626606,1,2,3
15625,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Speaking Voice'})",0.03316426063207179,0.22005462348809987,0.01443620756925478,0.43529411764705883,1.9781184814351274,0.007138258682603009,1.3811532709064898,1,2,3
18544,frozenset({'Other'}),"frozenset({'Singing Voice', 'Their Seiyuu', 'Personality', 'Character Design'})",0.03316426063207179,0.20366757705813499,0.013265704252828716,0.39999999999999997,1.963984674329502,0.006511219644970162,1.3272207049031082,1,4,5
18469,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Singing Voice', 'Character Design'})",0.03316426063207179,0.20795942255169722,0.013265704252828716,0.39999999999999997,1.923452157598499,0.006368883762429081,1.3200676290805045,1,3,4
53,frozenset({'Speaking Voice'}),"frozenset({'Singing Voice', 'Personality', 'Character Design'})",0.41708934841982054,0.36246586031993755,0.2871634802965275,0.6884939195509822,1.8994724605050242,0.13598283079125506,2.0466186045585184,1,3,4
190,frozenset({'Their Seiyuu'}),"frozenset({'Singing Voice', 'Personality', 'Speaking Voice', 'Character Design'})",0.3320327740928599,0.2871634802965275,0.18025751072961374,0.5428907168037603,1.890528406478312,0.0849098237485974,1.5594444171405017,1,4,5
162,frozenset({'Their Seiyuu'}),"frozenset({'Singing Voice', 'Character Design', 'Speaking Voice'})",0.3320327740928599,0.28950448692937963,0.18025751072961374,0.5428907168037603,1.875241114781722,0.08413253282212171,1.5543230890053932,1,3,4
16446,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Singing Voice', 'Personality'})",0.03316426063207179,0.2259071400702302,0.01404603979711276,0.4235294117647059,1.874794270039622,0.006553996525177696,1.3428141447761315,1,3,4
39,frozenset({'Speaking Voice'}),"frozenset({'Singing Voice', 'Character Design'})",0.41708934841982054,0.3718298868513461,0.28950448692937963,0.6941066417212348,1.8667317132544856,0.13441820169953608,2.053559177235202,1,2,3
144,frozenset({'Their Seiyuu'}),"frozenset({'Singing Voice', 'Personality', 'Speaking Voice'})",0.3320327740928599,0.3121342177136169,0.1923527116660164,0.5793184488836663,1.855991480611046,0.08871392146925948,1.6351222925299222,1,3,4
119,frozenset({'Speaking Voice'}),"frozenset({'Their Seiyuu', 'Personality', 'Character Design'})",0.41708934841982054,0.2571205618415919,0.1982052282481467,0.4752104770813845,1.8482009905304833,0.09096298064429897,1.4155759703945425,1,3,4
131,frozenset({'Their Seiyuu'}),"frozenset({'Singing Voice', 'Speaking Voice'})",0.3320327740928599,0.31564572766289506,0.19313304721030042,0.581668625146886,1.8427894762070072,0.08832832062383,1.6359142858395403,1,2,3
100,frozenset({'Singing Voice'}),"frozenset({'Their Seiyuu', 'Personality', 'Character Design'})",0.4346468981662115,0.2571205618415919,0.20366757705813499,0.4685816876122082,1.822420129514552,0.09191092239893352,1.3979184022102475,1,3,4
16549,frozenset({'Other'}),"frozenset({'Their Seiyuu', 'Singing Voice'})",0.03316426063207179,0.23293015996878658,0.01404603979711276,0.4235294117647059,1.8182678096364173,0.006321083262837745,1.3306313551561868,1,2,3
50,frozenset({'Singing Voice'}),"frozenset({'Personality', 'Speaking Voice', 'Character Design'})",0.4346468981662115,0.36363636363636365,0.2871634802965275,0.6606822262118491,1.816876122082585,0.1291100627815415,1.875420875420875,1,3,4
37,frozenset({'Singing Voice'}),"frozenset({'Character Design', 'Speaking Voice'})",0.4346468981662115,0.3671478735856418,0.28950448692937963,0.6660682226211849,1.8141688146419734,0.1299248025070601,1.8951539484559006,1,2,3
29,frozenset({'Speaking Voice'}),"frozenset({'Singing Voice', 'Personality'})",0.41708934841982054,0.41357783847054236,0.3121342177136169,0.7483629560336764,1.8094851474663325,0.13963530654506057,2.330428589869853,1,2,3
87,frozenset({'Singing Voice'}),"frozenset({'Their Seiyuu', 'Character Design'})",0.4346468981662115,0.2645337495122903,0.20795942255169722,0.47845601436265706,1.8086766442647344,0.09298064886590268,1.4101710895754018,1,2,3
125,frozenset({'Speaking Voice'}),"frozenset({'Their Seiyuu', 'Character Design'})",0.41708934841982054,0.2645337495122903,0.1982052282481467,0.4752104770813845,1.7964077474330211,0.08787101902901352,1.4014499496815715,1,2,3
27,frozenset({'Singing Voice'}),"frozenset({'Personality', 'Speaking Voice'})",0.4346468981662115,0.4092859929769801,0.3121342177136169,0.718132854578097,1.7545991480301835,0.13423933040329467,2.095717846572115,1,2,3
22,frozenset({'Singing Voice'}),frozenset({'Speaking Voice'}),0.4346468981662115,0.41708934841982054,0.31564572766289506,0.7262118491921006,1.7411421604109951,0.1343591361140538,2.129057265115803,1,1,2
23,frozenset({'Speaking Voice'}),frozenset({'Singing Voice'}),0.41708934841982054,0.4346468981662115,0.31564572766289506,0.7567820392890552,1.741142160410995,0.1343591361140538,2.324471022539692,1,1,2
