What is your gender?.1,I used to,No,Yes
Female,0.24455445544554455,0.10594059405940594,0.6495049504950495
Male,0.25118483412322273,0.11690363349131122,0.631911532385466
Other,0.22794117647058823,0.13970588235294118,0.6323529411764706
